siren;name;codeNAF;employeesCategory;address;position
005520242;PROSPA;20.30Z;12;1 RUE ALBERT EINSTEIN, 78190 TRAPPES;[2.3522,48.8566]
005520242;PROSPA;20.30Z;12;4 RUE DU 43 RIC, 80510 LONGPRE-LES-CORPS-SAINTS;[2.3522,48.8566]
005520259;LAMBERT DUBOIS ET SON FILS;62.43;;CHS DU BOIS, 80100 ABBEVILLE;[2.3522,48.8566]
005520309;PARIS CREATIONS;64.13;;RUE MARECHAL FOCH, 80100 ABBEVILLE;[2.3522,48.8566]
005520325;ETABLISSEMENTS ADRIEN RIQUIER;46.74B;12;12 RUE HENRI BARBUSSE, 80570 DARGNIES;[2.3522,48.8566]
005520325;ETABLISSEMENTS ADRIEN RIQUIER;46.74B;12;36 AVENUE JUNOT, 75018 PARIS;[2.3522,48.8566]
005520408;STELLA PALACE;65.2E;;52 RUE DE LA BIENFAISANCE, 75008 PARIS 8;[2.3522,48.8566]
005520408;STELLA PALACE;65.2E;;17 RUE DE LA BAUME, 75008 PARIS 8;[2.3522,48.8566]
005520416;ETABLISSEMENTS BOZZI;37.1Z;;60 QUAI DE LA POINTE, 80100 ABBEVILLE;[2.3522,48.8566]
005520424;BATIMENT SYNTHESE;55.60;;RUE JOSSE VAN ROBAIS, 80100 ABBEVILLE;[2.3522,48.8566]
005520432;LA MAISON;64.22;;58 RUE GRANDE, 80220 GAMACHES;[2.3522,48.8566]
005520440;MONCHAUX WINDERS;18.2D;;2 RUE SAINT GILLES, 80100 ABBEVILLE;[2.3522,48.8566]
005520465;LA NORMANDE SOUS PROD ABATTOIR;59.02;;RUE DE L HOMMELET, 59100 ROUBAIX;[2.3522,48.8566]
005520507;SOC APPROVISION MARQUENTERRE;57.09;;MOU SAINT JEAN, 80120 RUE;[2.3522,48.8566]
005540034;;81.21;;PLACE DU GENERAL DE GAULLE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005540083;;64.11;;RUE 4 COINS, 04500 RIEZ;[2.3522,48.8566]
005540091;;47.02;;AVENUE DE LA LIBERATION, 04200 SISTERON;[2.3522,48.8566]
005540125;;00.97;;PLACE JEAN JAURES, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005540273;;68.20B;;7 PL BERAUD, 04330 BARREME;[2.3522,48.8566]
005540307;;70.2C;;HAM LE SAUZE, 04400 ENCHASTRAYES;[2.3522,48.8566]
005540315;;64.44;;44 BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005540349;;00.97;;RUE DES COURTILS, 04360 MOUSTIERS-SAINTE-MARIE;[2.3522,48.8566]
005540372;;64.30;;2 PLACE DE L’HORLOGE, 04200 SISTERON;[2.3522,48.8566]
005540380;SNC COMTE ET CIE;47.73Z;;49 BD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005540422;;59.08;;9 ALLEE ROMAIN SELSIS, 04700 ORAISON;[2.3522,48.8566]
005540448;;00.98;;, 04350 MALIJAI;[2.3522,48.8566]
005540455;;39.01;;LE VILLAGE, 04350 MALIJAI;[2.3522,48.8566]
005540497;INDIVISION TRON;38.50;;47 RUE MANUEL, 04400 BARCELONNETTE;[2.3522,48.8566]
005540539;;81.21;;PLACE FREDERIC MISTRAL, 04210 VALENSOLE;[2.3522,48.8566]
005540547;;55.4B;;, 04120 CASTELLANE;[2.3522,48.8566]
005540554;;00.10;;RUE DE LA GRANDE FONTAINE, 04210 VALENSOLE;[2.3522,48.8566]
005540612;;00.97;;LE CYRNOS, 04200 SISTERON;[2.3522,48.8566]
005540646;;00.97;;PL MARIUS SAUVAIRE, 04120 CASTELLANE;[2.3522,48.8566]
005540661;;68.20B;;34 BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005540828;;00.97;;6 PL DE LA MAIRIE, 04200 SISTERON;[2.3522,48.8566]
005540836;;00.97;;GRAND RUE, 04210 VALENSOLE;[2.3522,48.8566]
005540844;;00.97;;, 04500 QUINSON;[2.3522,48.8566]
005540869;;38.50;;7 RUE SAUNERIE, 04200 SISTERON;[2.3522,48.8566]
005540885;;00.97;;PLACE CLEMENT PLANE, 04700 ORAISON;[2.3522,48.8566]
005540901;;00.97;;, 04360 MOUSTIERS-SAINTE-MARIE;[2.3522,48.8566]
005540968;;81.21;;7 RUE CAPITOUL, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005540976;;62.43;;BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005541016;;81.21;;LES FERREOLS, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005541032;;00.97;;, 04140 AUZET;[2.3522,48.8566]
005541040;;;;, 04530 LA CONDAMINE-CHATELARD;[2.3522,48.8566]
005541065;;00.97;;, 04140 SEYNE;[2.3522,48.8566]
005541073;;67.08;;ROUTE NATIONALE NO96, 04600 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005541123;;55.1A;;, 04170 THORAME-HAUTE;[2.3522,48.8566]
005541206;;68.20B;;RUE DU MILIEU, 04320 ENTREVAUX;[2.3522,48.8566]
005541206;;68.20B;;QUA LE RAGOT, 04320 ENTREVAUX;[2.3522,48.8566]
005541248;;67.01;;, 04250 LE CAIRE;[2.3522,48.8566]
005541255;;54.07;;LE VERLAINE, 04800 GREOUX-LES-BAINS;[2.3522,48.8566]
005541263;;62.11;;, 04370 BEAUVEZER;[2.3522,48.8566]
005541305;;48.01;;GAUDEISSARD, 04340 MEOLANS REVEL;[2.3522,48.8566]
005541347;;51.1T;;, 04500 MONTAGNAC-MONTPEZAT;[2.3522,48.8566]
005541347;;51.1T;;, 04500 RIEZ;[2.3522,48.8566]
005541362;;55.60;;, 04700 ORAISON;[2.3522,48.8566]
005541412;;67.08;;2 C ARCS, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005541438;;68.20B;;RUE VALLON DE FARINE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005541495;;63.05;;, 04240 ANNOT;[2.3522,48.8566]
005541529;;65.06;;, 04170 SAINT-ANDRE-LES-ALPES;[2.3522,48.8566]
005541545;;62.11;;, 04360 MOUSTIERS-SAINTE-MARIE;[2.3522,48.8566]
005541552;ETABLISSEMENTS BONNET FRERES;56.10C;02;HOTEL DU VERDON, 04370 BEAUVEZER;[2.3522,48.8566]
005541552;ETABLISSEMENTS BONNET FRERES;56.10C;02;L'AULAPIE, 04260 ALLOS;[2.3522,48.8566]
005541552;ETABLISSEMENTS BONNET FRERES;56.10C;02;PISTE DE L'AIGUILLE, 04260 ALLOS;[2.3522,48.8566]
005541560;;00.97;;37 RUE MANUEL, 04400 BARCELONNETTE;[2.3522,48.8566]
005541610;;79.06;;RUE DES CORDELIERS, 04200 SISTERON;[2.3522,48.8566]
005541669;;81.21;;SAINT CHRISTOPHE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005541677;;64.46;;20 RUE MANUEL, 04400 BARCELONNETTE;[2.3522,48.8566]
005541685;;38.40;;15 RUE DE L'ANCIENNE MAIRIE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005541701;;00.10;;, 04530 LA CONDAMINE-CHATELARD;[2.3522,48.8566]
005541735;;64.12;;35 BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005541750;;65.02;;, 04370 COLMARS;[2.3522,48.8566]
005541776;;69.11;;, 04170 SAINT-ANDRE-LES-ALPES;[2.3522,48.8566]
005541842;;49.01;;RUE DE LA GRANDE FONTAINE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005541867;;68.20B;;QUAI DES 4 CHEMINS, 83460 LES ARCS;[2.3522,48.8566]
005541909;;81.21;;BOULEVARD DE LA REPUBLIQUE, 04190 LES MEES;[2.3522,48.8566]
005541982;;52.4C;;32 BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005542113;;70.2C;;SAUZE, 04400 ENCHASTRAYES;[2.3522,48.8566]
005542162;;57.08;;, 04340 MEOLANS-REVEL;[2.3522,48.8566]
005542212;;70.2C;;QUAI LE SAUZE, 04400 ENCHASTRAYES;[2.3522,48.8566]
005542261;;55.1A;;COL ST JEAN, 04340 SAINT VINCENT LES FORTS;[2.3522,48.8566]
005542345;;38.40;;RUE DE LA MAIRIE, 04190 LES MEES;[2.3522,48.8566]
005542394;;67.09;;1 PLACE PIED DE VILLE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005542410;;00.97;;RUE SAUNERIE, 04200 SISTERON;[2.3522,48.8566]
005550017;BURLE ET CIE;59.08;;AV DE LA GARE, 04200 SISTERON;[2.3522,48.8566]
005550025;LE BISTROT II;55.3A;;34 ALL DES FONTAINIERS, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005550025;LE BISTROT II;55.3A;;RUE FERDINAND DE LESSEPS, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005550058;S.A GARDIOL BATIMENT TRAVAUX PUBLICS;45.2C;;QUA LES BONS ENFANTS, 04200 PEIPIN;[2.3522,48.8566]
005550058;S.A GARDIOL BATIMENT TRAVAUX PUBLICS;45.2C;;155 ALL DES PLATANES LES MILLES, 13080 AIX-EN-PROVENCE;[2.3522,48.8566]
005550066;ETABLISSEMENTS PESCE;00.97;;QUAI DU GAND, 04200 SISTERON;[2.3522,48.8566]
005550082;ENTREPRISE CIOT;45.2P;;ZONE ARTISANALE, 04120 CASTELLANE;[2.3522,48.8566]
005550082;ENTREPRISE CIOT;45.2P;;519 AV ALLENDE SALVADOR, 83300 DRAGUIGNAN;[2.3522,48.8566]
005550108;EMILE BARNEAUD ET FILS;49.32Z;;PL ARMES, 04140 SEYNE;[2.3522,48.8566]
005550116;APPIA VALLEE DE L'UBAYE;45.1A;;Z I D UVERNET FOURS, 04400 UVERNET-FOURS;[2.3522,48.8566]
005550124;SOCIETE GUILLAUME FRERES;65.03;;RTE NATIONALE 96, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005550157;ETABLISSEMENT PARENTI;22.11Z;;PL TAMPINET, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005550207;BAS ALPINE COOP OUVR PRODUCT;00.97;;QU DE LA GARE GAUBERT, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005550231;TECHNIC PHOTO;51.10;;, 04700 ORAISON;[2.3522,48.8566]
005550256;ENTREPRISE GENERALE DU BATIMENT;00.97;;, 04210 VALENSOLE;[2.3522,48.8566]
005570122;;87.03;;85 AVENUE DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005570296;;81.21;;26 RUE PIERRE VERGNIAUD, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005570338;;55.72;;RUE DE REDON, 44130 BLAIN;[2.3522,48.8566]
005570361;;70.2C;;13 AVENUE ALBERT DE MUN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005570387;;62.11;;RUE D'ANJOU, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005570445;;58.04;;5 AVENUE ROMANO, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005570452;;79.06;;RUE DU PORT, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005570569;;70.2C;;37 RUE DU GENERAL DE GAULLE, 44290 GUEMENE-PENFAO;[2.3522,48.8566]
005570593;;67.05;;BOURG, 44750 CAMPBON;[2.3522,48.8566]
005570601;;62.43;;LD LE DRESNY, 44630 PLESSE;[2.3522,48.8566]
005570650;;79.06;;31 BOULEVARD LEON GAMBETTA, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005570718;;00.10;;AVENUE MARECHAL JOFFRE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005570783;;87.06;;142 AVENUE DE MAZY, 44380 PORNICHET;[2.3522,48.8566]
005570882;;55.73;;13 RUE DE LA GARE, 44740 BATZ-SUR-MER;[2.3522,48.8566]
005570916;;86.04;;AVENUE ALBERT DE MUN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005570957;;67.04;;BOURG, 44750 CAMPBON;[2.3522,48.8566]
005571104;;00.10;;LA MADELEINE, 44350 GUERANDE;[2.3522,48.8566]
005571187;;62.43;;1 RUE DU PORT, 44420 LA TURBALLE;[2.3522,48.8566]
005571195;;64.11;;RUE DE LA POSTE, 44290 GUEMENE-PENFAO;[2.3522,48.8566]
005571344;;00.10;;CITE DE LA CHABOSSIERE, 44220 COUERON;[2.3522,48.8566]
005571385;;62.11;;AVENUE DES IBIS, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005571435;;64.11;;RUE RENE LAENNEC, 44480 DONGES;[2.3522,48.8566]
005571450;;49.05;;27 RTE DE NOZAY, 44130 BLAIN;[2.3522,48.8566]
005571534;;87.03;;PLACE SIMON, 44290 GUEMENE-PENFAO;[2.3522,48.8566]
005571559;;64.11;;175 RUE DE PORNICHET, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005571591;;64.41;;RUE AUGUSTE BAPTISTE LECHAT, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005571641;;55.72;;LD LA FOLAINE, 44360 CORDEMAIS;[2.3522,48.8566]
005571674;;21.01;;BOURG, 44290 PIERRIC;[2.3522,48.8566]
005571682;;64.11;;24 RUE DE NANTES, 44260 SAVENAY;[2.3522,48.8566]
005571708;;52.2C;;2 RUE SAINT-MICHEL, 44350 GUERANDE;[2.3522,48.8566]
005571716;;55.4B;;PLACE SIMON, 44290 GUEMENE-PENFAO;[2.3522,48.8566]
005571781;;64.24;;98 AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005571799;INDIVISION DUBOIS*MAURICE/;52.6D;;BOURG, 44360 VIGNEUX-DE-BRETAGNE;[2.3522,48.8566]
005571807;;67.08;;1 AVENUE VICE AMIRAL HALGAN, 44480 DONGES;[2.3522,48.8566]
005571823;;64.22;;RUE DE LA FORET, 44130 BLAIN;[2.3522,48.8566]
005571831;;62.11;;BOURG, 44160 SAINTE-ANNE-SUR-BRIVET;[2.3522,48.8566]
005571880;;64.23;;10 RUE GENERAL LECLERC, 44510 LE POULIGUEN;[2.3522,48.8566]
005571930;;81.21;;2 PL SAINTE ANNE, 44350 GUERANDE;[2.3522,48.8566]
005571955;;64.11;;6 RUE DE VERDUN, 44160 PONTCHATEAU;[2.3522,48.8566]
005571971;;64.42;;LD BESLON, 44350 GUERANDE;[2.3522,48.8566]
005572029;;64.42;;11 RUE DE BARDOUX, 44130 BOUVRON;[2.3522,48.8566]
005572037;;38.40;;RUE JULES VERNE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005572086;;22.02;;LD CRX LOURMEL, 44460 FEGREAC;[2.3522,48.8566]
005572102;;67.04;;4 QUAI HERVE RIELLE, 44490 LE CROISIC;[2.3522,48.8566]
005572110;;87.06;;15 AVENUE DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005572185;;69.23;;BOULEVARD DE LA LIBERATION, 44220 COUERON;[2.3522,48.8566]
005572193;;62.11;;RUE DU CHATEAU, 44130 BLAIN;[2.3522,48.8566]
005572235;;66.01;;2 RUE DES CORDIERS, 44490 LE CROISIC;[2.3522,48.8566]
005572268;;15.09;;RUE MARCEL SEMBAT, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005572326;;64.11;;19 RUE JOLIOT-CURIE, 44720 SAINT-JOACHIM;[2.3522,48.8566]
005572466;[ND];70.2A;;[ND] [ND] [ND], [ND] LE CROISIC;[2.3522,48.8566]
005572490;;02.20;;107 ROUTE DE VANNES, 44160 PONTCHATEAU;[2.3522,48.8566]
005572508;[ND];68.20A;;[ND] [ND] [ND], [ND] LE POULIGUEN;[2.3522,48.8566]
005572508;[ND];68.20A;;[ND] [ND] [ND], [ND] LE POULIGUEN;[2.3522,48.8566]
005572607;;38.40;;17 RUE JOLIOT-CURIE, 44720 SAINT-JOACHIM;[2.3522,48.8566]
005572615;;62.43;;LD LA GUESNE, 44480 DONGES;[2.3522,48.8566]
005572680;;67.04;;AV DES TILLEULS, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005572706;;64.11;;57 AVENUE ALBERT DE MUN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005572714;;70.2C;;8 BOULEVARD DE MER, 44740 BATZ-SUR-MER;[2.3522,48.8566]
005572789;;64.46;;LD LA MEULE, 44290 MASSERAC;[2.3522,48.8566]
005572920;;67.04;;AVENUE HENRI, 44380 PORNICHET;[2.3522,48.8566]
005573035;;55.40;;LE GUESNY, 44350 GUERANDE;[2.3522,48.8566]
005573100;;67.04;;ST ROCH, 44160 PONTCHATEAU;[2.3522,48.8566]
005573183;;64.23;;4 QUAI DE VERDUN, 44420 PIRIAC-SUR-MER;[2.3522,48.8566]
005573373;;74.1C;;23 BOULEVARD DE LA RENAISSANCE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005573415;;87.03;;1 RUE DU RUA, 44410 LA CHAPELLE-DES-MARAIS;[2.3522,48.8566]
005573522;;52.4C;;10 PLACE JEAN GUIHARD, 44130 BLAIN;[2.3522,48.8566]
005573720;;67.05;;LD POMPAS, 44410 HERBIGNAC;[2.3522,48.8566]
005573761;;67.04;;AVENUE DU GENERAL DE GAULLE, 44380 PORNICHET;[2.3522,48.8566]
005573779;;64.42;;BOULEVARD DE LA LIBERATION, 44220 COUERON;[2.3522,48.8566]
005573811;;64.11;;LD ST SEBASTIEN, 44380 PORNICHET;[2.3522,48.8566]
005573878;;81.21;;RUE SAINT-MICHEL, 44350 GUERANDE;[2.3522,48.8566]
005573969;;62.11;;LD LA STATION, 44530 SEVERAC;[2.3522,48.8566]
005574017;;64.30;;1 RUE CHARLES BRUNELIERE, 44570 TRIGNAC;[2.3522,48.8566]
005574025;;62.43;;BOURG, 44460 FEGREAC;[2.3522,48.8566]
005574058;;55.60;;LA VILLE HEULIN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005574132;;70.3A;;26 AVENUE DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005574173;;66.03;;RUE DE LA PAIX ET DES ARTS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005574249;;64.49;;PLACE DE LA GARE, 44480 DONGES;[2.3522,48.8566]
005574389;;86.04;;AVENUE DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005574405;;55.73;;AVENUE LOUIS LAJARRIGE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005574454;;64.11;;LES COTTAGES, 44160 PONTCHATEAU;[2.3522,48.8566]
005574488;;67.08;;RUE PRINCIPALE, 44130 LE GAVRE;[2.3522,48.8566]
005574546;;87.03;;RUE DE TOUTES AIDES, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005574678;;64.23;;10 RUE MAURICE SAMBRON, 44160 PONTCHATEAU;[2.3522,48.8566]
005574736;;67.01;;LD LE POTEAU VERT, 44460 SAINT-NICOLAS-DE-REDON;[2.3522,48.8566]
005574793;;70.2C;;6 RUE DE LA VILLE HALLUARD, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005574942;;81.21;;RUE SAINT-MICHEL, 44350 GUERANDE;[2.3522,48.8566]
005574975;;62.11;;AVENUE DE SAINT SEBASTIEN, 44380 PORNICHET;[2.3522,48.8566]
005575170;;81.21;;LD LE PONT D ARMES, 44410 ASSERAC;[2.3522,48.8566]
005575188;;64.11;;SAINT EMILIEN, 44130 BLAIN;[2.3522,48.8566]
005575246;DESMARS*ALBERT INDIVISION;64.21;;21 RUE DE L EGLISE, 44260 SAVENAY;[2.3522,48.8566]
005575360;;60.10;;AVENUE DE JOYEUSE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005575386;;62.44;;BOULEVARD VICTOR HUGO, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005575485;;70.2A;;LD QUIMIAC, 44420 MESQUER;[2.3522,48.8566]
005575485;;70.2A;;BOULEVARD DE L'OCEAN, 44420 MESQUER;[2.3522,48.8566]
005575501;;62.11;;59 RUE JEAN JAURES, 44220 COUERON;[2.3522,48.8566]
005575535;;38.50;;RUE DE LA PAIX, 44360 SAINT-ETIENNE-DE-MONTLUC;[2.3522,48.8566]
005575543;;81.21;;BOULEVARD HENNECART, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005575741;;62.43;;BOURG, 44530 GUENROUET;[2.3522,48.8566]
005575832;;87.06;;AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005575899;;64.11;;AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005575907;;57.06;;BOURG, 44750 QUILLY;[2.3522,48.8566]
005576053;;62.11;;11 RUE GABRIEL PERI, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005576145;;70.2C;;36 RUE RENE GUILLOUZO, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005576160;;70.2C;;36 AVENUE DU GENERAL DE GAULLE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005576178;;62.11;;AVENUE JULES VERNE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005576186;;55.4B;;2 RUE DU CLOS DU BOIS, 44160 PONTCHATEAU;[2.3522,48.8566]
005576194;;62.11;;BOURG, 44117 SAINT-ANDRE-DES-EAUX;[2.3522,48.8566]
005576210;;64.22;;RUE DE LA MARNE, 44220 COUERON;[2.3522,48.8566]
005576236;;64.22;;22 RUE SAINT MARTIN, 44480 DONGES;[2.3522,48.8566]
005576244;;55.71;;LD LE GOUX, 44260 MALVILLE;[2.3522,48.8566]
005576319;;62.11;;AVENUE DE PENHOET, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005576343;;81.21;;PLACE JEAN GUIHARD, 44130 BLAIN;[2.3522,48.8566]
005576376;;52.4J;;24 ESPLANADE FRANCOIS ANDRE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005576699;;81.21;;AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005576798;;64.11;;78 RUE JEAN JAURES, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005576814;STE EXPL ETS HEMERY;64.24;;14 AV DU VICE AMIRAL HALGAN, 44480 DONGES;[2.3522,48.8566]
005576889;;64.49;;2 BOULEVARD ALBERT 1ER, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005576913;;64.30;;PL DU CHAMP DE MARS, 44220 COUERON;[2.3522,48.8566]
005576962;;67.04;;19 RUE DE NANTES, 44360 LE TEMPLE-DE-BRETAGNE;[2.3522,48.8566]
005577028;;21.01;;BOURG, 44130 FAY-DE-BRETAGNE;[2.3522,48.8566]
005577051;;81.11;;14 BOULEVARD DES OCEANIDES, 44380 PORNICHET;[2.3522,48.8566]
005577119;;55.60;;L ENFER NEUF, 44550 MONTOIR-DE-BRETAGNE;[2.3522,48.8566]
005577143;;62.11;;AVENUE DES IBIS, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005577168;;81.21;;61 AVENUE ALBERT DE MUN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005577200;;67.08;;108 RUE JOLIOT-CURIE, 44720 SAINT-JOACHIM;[2.3522,48.8566]
005577325;;68.20B;;32 RUE SAINT-MICHEL, 44350 GUERANDE;[2.3522,48.8566]
005580055;INSTALL DECORATION MOBILIER;55.73;;8 RUE DELESTAGE, 44510 LE POULIGUEN;[2.3522,48.8566]
005580071;CHAUSSURES A SAINT CREPIN;64.12;;88 AV ALBERT DE MUN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580113;CISN COOPERATIVE;68.20A;01;30 AVENUE LEON BLUM, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580113;CISN COOPERATIVE;68.20A;01;13 AVENUE BARBARA, 44570 TRIGNAC;[2.3522,48.8566]
005580121;ATELIERS FRANCAIS DE L OUEST;68.20B;;101 QUAI DES FREGATES, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580121;ATELIERS FRANCAIS DE L OUEST;68.20B;;2 RUE VICTOR FENOUX, 29200 BREST;[2.3522,48.8566]
005580121;ATELIERS FRANCAIS DE L OUEST;68.20B;;BOULEVARD DE STALINGRAD, 76120 LE GRAND-QUEVILLY;[2.3522,48.8566]
005580121;ATELIERS FRANCAIS DE L OUEST;68.20B;;RUE EDOUARD LAVOINE, 76200 DIEPPE;[2.3522,48.8566]
005580121;ATELIERS FRANCAIS DE L OUEST;68.20B;;15 BOULEVARD DE L'AMIRAL BRUIX, 75016 PARIS;[2.3522,48.8566]
005580121;ATELIERS FRANCAIS DE L OUEST;68.20B;;RUE BELLOT, 76600 LE HAVRE;[2.3522,48.8566]
005580121;ATELIERS FRANCAIS DE L OUEST;68.20B;;ROUTE DES DOCKS FLOTTANTS, 59140 DUNKERQUE;[2.3522,48.8566]
005580147;ATLANTIQUE TRANSPORTS ET SARMET REUNIS;69.11;;RUE RENE GUY CADOU, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580154;FINANCIERE LEROUX ET LOTZ;74.1J;;10 RUE DES USINES, 44100 NANTES;[2.3522,48.8566]
005580204;LAITERIE DU MENHIR-FRENEAU ET FILS;70.2C;;LA ROCHE, 44360 SAINT-ETIENNE-DE-MONTLUC;[2.3522,48.8566]
005580212;MANUFACTURE DU NORT ELAN;81.21;;32 AV DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580238;CONORD ET CIE AMEUBLEMENT;64.21;;AV DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005580261;CHAPLAIS P ET FILS;81.21;;9 RUE MAURICE SAMBRON, 44160 PONTCHATEAU;[2.3522,48.8566]
005580295;LARUE SA;63.3Z;;33 AV DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005580329;AGENCE HAVAS STE;97.12;;AV DU GENERAL DE GAULLE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580345;GPI;74.90A;;40 BD DE SAINT NAZAIRE, 44380 PORNICHET;[2.3522,48.8566]
005580345;GPI;74.90A;;10 RUE ANDERS CELSIUS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580436;BAUDINVEST;70.22Z;;BOULEVARD DES APPRENTIS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580436;BAUDINVEST;70.22Z;;94 BOULEVARD FLANDRIN, 75016 PARIS;[2.3522,48.8566]
005580436;BAUDINVEST;70.22Z;;RUE DE SAINT-FIACRE, 85640 MOUCHAMPS;[2.3522,48.8566]
005580469;HOTEL DE BRETAGNE;70.2C;;47 RUE DE L'UNIVERSITE, 75007 PARIS 7;[2.3522,48.8566]
005580501;SGN PARIS INVESTISSEMENTS;66.30Z;;QUAI DU COMMERCE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580501;SGN PARIS INVESTISSEMENTS;66.30Z;;262 BOULEVARD SAINT-GERMAIN, 75007 PARIS;[2.3522,48.8566]
005580501;SGN PARIS INVESTISSEMENTS;66.30Z;;56 BOULEVARD DU DOYENNE, 49100 ANGERS;[2.3522,48.8566]
005580501;SGN PARIS INVESTISSEMENTS;66.30Z;;93 BOULEVARD MALESHERBES, 75008 PARIS;[2.3522,48.8566]
005580527;SAMBRON S A;25.01;;ROUTE DE NANTES, 44160 PONTCHATEAU;[2.3522,48.8566]
005580600;ENTREPRISE LAVIGNE;55.71;;84 RUE DU CDT GUSTAVE GATE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
