siren;name;codeNAF;employeesCategory;address;position
005580618;IMPRIMERIE DE LA PRESQU'ILE GUERANDAISE;58.14Z;;BREHADOUR, 44350 GUERANDE;[2.3522,48.8566]
005580618;IMPRIMERIE DE LA PRESQU'ILE GUERANDAISE;58.14Z;;52 RUE D ANJOU, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580642;;67.04;;LE CALVAIRE, 44160 PONTCHATEAU;[2.3522,48.8566]
005580683;HOTEL DE LA TOQUE BLANCHE;55.10Z;;3 AV SAINT SAENS, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005580683;HOTEL DE LA TOQUE BLANCHE;55.10Z;;139 RUE PAUL VAILLANT COUTURIER, 92240 MALAKOFF;[2.3522,48.8566]
005580766;GANDEMER ET COMPAGNIE;55.60;;RUE JEAN GUTENBERG, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005580782;CONNAN THEPAULT ET COMPAGNIE;52.6E;;31 PL DE L HOTEL DE VILLE, 44260 SAVENAY;[2.3522,48.8566]
005580824;SOCIETE ZRYD ET COMPAGNIE;15.09;;RUE DE LA CROIX AMISSE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005610043;;64.49;;, 80370 HIERMONT;[2.3522,48.8566]
005610142;;67.01;;, 80210 CHEPY;[2.3522,48.8566]
005610175;;56.02;;, 80135 SAINT-RIQUIER;[2.3522,48.8566]
005610324;;65.06;;RUE DU GENERAL LECLERC, 80150 CRECY-EN-PONTHIEU;[2.3522,48.8566]
005610399;;65.02;;32 RUE DU GENERAL LECLERC, 80150 CRECY-EN-PONTHIEU;[2.3522,48.8566]
005610423;;81.21;;, 80150 BOUFFLERS;[2.3522,48.8566]
005610746;;62.44;;PASSAGE DES ORMES, 80550 LE CROTOY;[2.3522,48.8566]
005610761;;52.4C;;PLACE MAX LEJEUNE, 80100 ABBEVILLE;[2.3522,48.8566]
005610886;;62.43;;39 CHAUSSEE MARCADE, 80100 ABBEVILLE;[2.3522,48.8566]
005610928;;81.21;;, 80270 ALLERY;[2.3522,48.8566]
005610936;;81.21;;, 80270 ALLERY;[2.3522,48.8566]
005610993;;47.08;;20 RUE JEAN DE PONTHIEU, 80100 ABBEVILLE;[2.3522,48.8566]
005611009;;81.21;;16 PL DU GENERAL LECLERC, 80220 GAMACHES;[2.3522,48.8566]
005611025;;55.60;;8 RUE DU GENERAL LECLERC, 80150 CRECY-EN-PONTHIEU;[2.3522,48.8566]
005611066;;55.4B;;34 RUE DE NORMANDIE, 80220 GAMACHES;[2.3522,48.8566]
005611074;;01.42Z;;88 FG SUR SOMME, 80100 ABBEVILLE;[2.3522,48.8566]
005611215;;52.4Y;;39 RUE DU GENERAL DE GAULLE, 80135 SAINT-RIQUIER;[2.3522,48.8566]
005611223;;62.44;;CHE BARRE DE LA MER, 80550 LE CROTOY;[2.3522,48.8566]
005611389;;64.49;;, 80120 FORT-MAHON-PLAGE;[2.3522,48.8566]
005611462;;81.21;;, 80150 MAISON-PONTHIEU;[2.3522,48.8566]
005611744;;64.11;;2 AVENUE DU CHATEAU D’EAU, 80550 LE CROTOY;[2.3522,48.8566]
005611751;;64.43;;67 RUE DU GENERAL LECLERC, 80150 CRECY-EN-PONTHIEU;[2.3522,48.8566]
005611827;;70.2C;;19 RUE DE LA VALLEE, 80132 CAHON;[2.3522,48.8566]
005611926;;70.2C;;17 RUE DE L'ABREUVOIR, 80100 ABBEVILLE;[2.3522,48.8566]
005612056;;64.25;;28 RUE DU MARECHAL FOCH, 80100 ABBEVILLE;[2.3522,48.8566]
005612106;;64.24;;1 RUE DES PATISSIERS, 80510 LONGPRE-LES-CORPS-SAINTS;[2.3522,48.8566]
005612114;;62.44;;RUE DU GENERAL LECLERC, 80150 CRECY-EN-PONTHIEU;[2.3522,48.8566]
005612130;BAMIERE DUFOUR;81.21;;48 RUE SAINT GILLES, 80100 ABBEVILLE;[2.3522,48.8566]
005612288;;64.11;;42 AVENUE DE LA PLAGE, 80120 FORT-MAHON-PLAGE;[2.3522,48.8566]
005612296;;64.30;;10 RUE DE CORNEHOTTE, 80570 DARGNIES;[2.3522,48.8566]
005612312;;52.4C;;8 PLACE MAX LEJEUNE, 80100 ABBEVILLE;[2.3522,48.8566]
005612353;;55.60;;32 RUE DE LA BARRIERE, 80120 RUE;[2.3522,48.8566]
005612478;;38.40;;, 80570 DARGNIES;[2.3522,48.8566]
005612502;;52.4C;;14 RUE SAINT VULFRAN, 80100 ABBEVILLE;[2.3522,48.8566]
005612577;;81.21;;RUE DU MARAIS, 80120 QUEND;[2.3522,48.8566]
005612676;;64.46;;, 80220 GAMACHES;[2.3522,48.8566]
005612700;;44.11;;, 80132 CAHON;[2.3522,48.8566]
005612718;;38.40;;1 RUE PILLEVERGUE, 80220 BOUTTENCOURT;[2.3522,48.8566]
005612734;;70.2C;;RTE D ABBEVILLE, 80220 BOUTTENCOURT;[2.3522,48.8566]
005620026;FLANDRE ET CIE;55.71;;RUE D AIRAINES, 80510 LONGPRE-LES-CORPS-SAINTS;[2.3522,48.8566]
005620034;ETABLISSEMENTS ROGER;46.73A;11;4 BOULEVARD DE LA REPUBLIQUE, 80100 ABBEVILLE;[2.3522,48.8566]
005620034;ETABLISSEMENTS ROGER;46.73A;11;ZONE LOUIS DELAPORTE, 76370 ROUXMESNIL-BOUTEILLES;[2.3522,48.8566]
005620034;ETABLISSEMENTS ROGER;46.73A;11;438 RUE ROSA LUXEMBOURG, 80450 CAMON;[2.3522,48.8566]
005620059;ESBIT FRANCE;64.42;;RUE DE MENCHECOURT, 80100 ABBEVILLE;[2.3522,48.8566]
005620083;HOLDING MILLANCOURT ET NICOLAS;74.1J;;49 RUE DE NORMANDIE, 80220 GAMACHES;[2.3522,48.8566]
005620091;ETABLISSEMENTS A. PORQUET;28.14Z;;RTE NATIONALE, 80132 HAUTVILLERS-OUVILLE;[2.3522,48.8566]
005620109;BLONDIN ET ROUSSEL PERE ET FILS;45.2V;;RTE D ANCENNES, 80220 BOUTTENCOURT;[2.3522,48.8566]
005620117;ETABLISSEMENTS DUBOIS;46.69C;02;12 RUE DE LA TANNERIE, 80100 ABBEVILLE;[2.3522,48.8566]
005620117;ETABLISSEMENTS DUBOIS;46.69C;02;17 RUE DE METZ, 80000 AMIENS;[2.3522,48.8566]
005620158;SNC BARRE;68.20B;;46 AVENUE HENRI RENARD, 80120 QUEND;[2.3522,48.8566]
005620174;SOCIETE RIQUIER ET CIE;45.20A;01;RUE DU MOULIN, 80132 CAHON;[2.3522,48.8566]
005620174;SOCIETE RIQUIER ET CIE;45.20A;01;27 ROUTE DE CHAUNY, 80400 HAM;[2.3522,48.8566]
005620174;SOCIETE RIQUIER ET CIE;45.20A;01;22 RUE DE LA VALLEE, 80132 CAHON;[2.3522,48.8566]
005620190;L'OISEAU BLEU;49.39A;22;21 RUE GONTIER PATIN, 80100 ABBEVILLE;[2.3522,48.8566]
005620190;L'OISEAU BLEU;49.39A;22;4 PLACE DU PILORI, 80100 ABBEVILLE;[2.3522,48.8566]
005620190;L'OISEAU BLEU;49.39A;22;RUE VENTOSE, 80100 ABBEVILLE;[2.3522,48.8566]
005620190;L'OISEAU BLEU;49.39A;22;SAINTE CROIX, 76470 LE TREPORT;[2.3522,48.8566]
005620190;L'OISEAU BLEU;49.39A;22;RTE DES DEUX VALLEES, 80100 ABBEVILLE;[2.3522,48.8566]
005620265;S A C E F;00.97;;CHE DU HALAGE, 80100 ABBEVILLE;[2.3522,48.8566]
005620281;DEGOMME PIERRE;68.20B;;RUE DES MINIMES, 80100 ABBEVILLE;[2.3522,48.8566]
005620307;ETABLISSEMENTS FOURNIER ET BEAURAIN;21.12;;, 80570 EMBREVILLE;[2.3522,48.8566]
005620315;A & G LENNE SA;74.1J;;37 RUE DES MATHURINS, 75008 PARIS 8;[2.3522,48.8566]
005620349;STE EXPL ETS A GUILLOT ET CIE;55.60;;RUE PADOS, 80100 ABBEVILLE;[2.3522,48.8566]
005620364;ETS COPPIER ET FILS;28.5C;;5 RUE EDOUARD VAILLANT, 80210 FEUQUIERES-EN-VIMEU;[2.3522,48.8566]
005620380;LES FILS DE F DUFOUR;44.33;;, 80270 ALLERY;[2.3522,48.8566]
005620422;ETABLISSEMENTS R. DEBRAY;46.61Z;;13 RUE DU PONT DE BOULOGNE, 80100 ABBEVILLE;[2.3522,48.8566]
005620422;ETABLISSEMENTS R. DEBRAY;46.61Z;;, 80620 DOMQUEUR;[2.3522,48.8566]
005620422;ETABLISSEMENTS R. DEBRAY;46.61Z;;RTE DE NOYELLES, 80132 GRAND-LAVIERS;[2.3522,48.8566]
005620422;ETABLISSEMENTS R. DEBRAY;46.61Z;;RUE DE LA LIBERATION, 80270 AIRAINES;[2.3522,48.8566]
005620422;ETABLISSEMENTS R. DEBRAY;46.61Z;;ZAC DU GROS JACQUES, 80880 ST-QUENTIN-LA-MOTTE-CROIX-BAILLY;[2.3522,48.8566]
005640057;;68.20B;;2 AVENUE DU PARC, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005640065;;00.97;;QUAI DE LA BEAUME, 04200 SISTERON;[2.3522,48.8566]
005640172;;65.03;;AVENUE DE VERDUN, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005640214;;64.11;;RUE CAPITOUL, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005640255;;81.21;;PLACE DU TIVOLI, 04200 SISTERON;[2.3522,48.8566]
005640313;;69.22;;, 04370 COLMARS;[2.3522,48.8566]
005640354;;57.09;;, 04170 SAINT-ANDRE-LES-ALPES;[2.3522,48.8566]
005640388;;64.22;;RUE DE PROVENCE, 04200 SISTERON;[2.3522,48.8566]
005640404;;00.97;;, 04850 JAUSIERS;[2.3522,48.8566]
005640412;;00.97;;, 04500 RIEZ;[2.3522,48.8566]
005640420;;67.04;;LA GARE DE SAINT AUBAN, 04600 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005640446;;52.2C;;56 BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005640511;;00.97;;RUE VICTORIN-MAUREL, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005640545;;64.30;;RUE JULES FERRY, 04210 VALENSOLE;[2.3522,48.8566]
005640586;;55.1A;;, 04530 LARCHE;[2.3522,48.8566]
005640594;;58.09;;FONT ROBERT, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005640602;;93.19Z;;LE VILLAGE, 04530 SAINT PAUL SUR UBAYE;[2.3522,48.8566]
005640602;;93.19Z;;ESF DU SAUZE, 04400 ENCHASTRAYES;[2.3522,48.8566]
005640669;;00.97;;, 04200 SISTERON;[2.3522,48.8566]
005640685;;62.11;;FONT ROBERT, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005640768;;86.06;;, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005640776;;64.11;;ALL L MASSE, 04700 ORAISON;[2.3522,48.8566]
005640784;;00.97;;RUE GRANDE, 04210 VALENSOLE;[2.3522,48.8566]
005640800;;52.1B;;, 04340 LE LAUZET-UBAYE;[2.3522,48.8566]
005640883;;52.4E;;3 GRANDE RUE, 04140 SEYNE;[2.3522,48.8566]
005640891;;52.1B;;RUE PRINCIPALE, 04850 JAUSIERS;[2.3522,48.8566]
005640974;;52.4E;;, 04340 UBAYE-SERRE-PONCON;[2.3522,48.8566]
005640990;;70.2C;;RTE NATIONALE, 04800 GREOUX-LES-BAINS;[2.3522,48.8566]
005640990;;70.2C;;46 AVENUE DES ALPES, 04800 GREOUX-LES-BAINS;[2.3522,48.8566]
005641055;;00.97;;, 04120 CASTELLANE;[2.3522,48.8566]
005641063;;00.97;;2 PLACE MARCEL-SAUVAIRE, 04120 CASTELLANE;[2.3522,48.8566]
005641097;;15.01;;, 04190 LES MEES;[2.3522,48.8566]
005641139;;64.11;;13 RUE EMILE DONNADIEU, 04400 BARCELONNETTE;[2.3522,48.8566]
005641154;;68.31Z;;LA CROISETTE, 04400 BARCELONNETTE;[2.3522,48.8566]
005641188;;62.11;;, 04510 MALLEMOISSON;[2.3522,48.8566]
005641212;;68.20B;;41 BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005641220;;00.98;;BOULEVARD GASSENDI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005641337;;64.44;;RUE DROITE, 04200 SISTERON;[2.3522,48.8566]
005641428;;52.4R;;RUE GRANDE, 04800 GREOUX-LES-BAINS;[2.3522,48.8566]
005641618;;67.01;;, 04700 PUIMICHEL;[2.3522,48.8566]
005641634;;69.23;;, 04320 ENTREVAUX;[2.3522,48.8566]
005641717;;50.1Z;;23 AVENUE DU MARECHAL JUIN, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005641725;;68.20B;;23 AVENUE DU MARECHAL JUIN, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005641741;;00.97;;PLACE DU DOCTEUR ITARD, 04700 ORAISON;[2.3522,48.8566]
005641758;[ND];70.10Z;;[ND] [ND] [ND], [ND] MALIJAI;[2.3522,48.8566]
005641758;[ND];70.10Z;;[ND] [ND] [ND], [ND] MALIJAI;[2.3522,48.8566]
005641766;;67.08;;, 04530 LA CONDAMINE-CHATELARD;[2.3522,48.8566]
005641808;;70.2C;;LD BONS ENFANTS, 04200 PEIPIN;[2.3522,48.8566]
005641816;;55.4B;;, 04340 MEOLANS-REVEL;[2.3522,48.8566]
005641824;;52.1B;;, 04500 QUINSON;[2.3522,48.8566]
005641873;;81.21;;BOULEVARD DE LA REPUBLIQUE, 04190 LES MEES;[2.3522,48.8566]
005650031;SARL RIGAULT ET CIE;10.13A;11;QUA QUARTIER DE LA BEITE, 04240 ANNOT;[2.3522,48.8566]
005650031;SARL RIGAULT ET CIE;10.13A;11;493 AV DE LA GARE, 04240 ANNOT;[2.3522,48.8566]
005650056;SA MEUBLES BOUISSON;47.59A;;QUARTIER CHAMPARLAU, 04200 PEIPIN;[2.3522,48.8566]
005650056;SA MEUBLES BOUISSON;47.59A;;QUAI CHAMPARLAU, 04200 PEIPIN;[2.3522,48.8566]
005650064;S E M E G;00.97;;RTE DE GAP, 04200 SISTERON;[2.3522,48.8566]
005650072;L BANON ET FILS;57.11;;PL GENERAL DE GAULLE, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005650098;ENTREPRISE JEAN SPITALIER;45.2B;;ZI SAINT-PONS, 04400 BARCELONNETTE;[2.3522,48.8566]
005650106;G BOSTANJOGLOU ET CIE;00.97;;RUE STE CLAIRE DEVILLE, 04160 CHATEAU-ARNOUX-SAINT-AUBAN;[2.3522,48.8566]
005650122;SA POUR L AMENAGEMENT DE LA FOUX D ALLOS;86.11;;LD FOUX, 04260 ALLOS;[2.3522,48.8566]
005650130;SERVICE TRANSPORTS;00.97;;LES ARCADES, 04200 SISTERON;[2.3522,48.8566]
005650148;SCIC VALDURANCE HABITAT;68.20A;;13 BOULEVARD VICTOR HUGO, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005650148;SCIC VALDURANCE HABITAT;68.20A;;2 RUE DU JEU DE PAUME, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005650148;SCIC VALDURANCE HABITAT;68.20A;;2 RUE DOCTEUR SIMON PIETRI, 04000 DIGNE-LES-BAINS;[2.3522,48.8566]
005650148;SCIC VALDURANCE HABITAT;68.20A;;6 RUE LAFAYETTE, 57000 METZ;[2.3522,48.8566]
005650148;SCIC VALDURANCE HABITAT;68.20A;;1 RUE MAURICE HOLLANDE, 51100 REIMS;[2.3522,48.8566]
005650189;DUFOUR SISTERON;10.11Z;;1 ALL DES CHENES, 04200 SISTERON;[2.3522,48.8566]
005650189;DUFOUR SISTERON;10.11Z;;5 ALL DES GENETS, 04200 SISTERON;[2.3522,48.8566]
005650189;DUFOUR SISTERON;10.11Z;;RTE DE BARCELONNETTE, 05000 GAP;[2.3522,48.8566]
005650189;DUFOUR SISTERON;10.11Z;;3 ALL DES CHENES, 04200 SISTERON;[2.3522,48.8566]
005650189;DUFOUR SISTERON;10.11Z;;11 ALL DES ROMARINS, 04200 SISTERON;[2.3522,48.8566]
005670062;;68.20B;;31 AVENUE DU GENERAL DE GAULLE, 44380 PORNICHET;[2.3522,48.8566]
005670104;;67.04;;PL DE LA MAIRIE, 44290 GUEMENE-PENFAO;[2.3522,48.8566]
005670112;;62.43;;89 RUE DE CERTE, 44570 TRIGNAC;[2.3522,48.8566]
005670120;;64.49;;PL DU MARECHAL LECLERC, 44380 PORNICHET;[2.3522,48.8566]
005670161;;62.43;;62 RUE JEAN JAURES, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005670252;;62.43;;AVENUE RENE COTY, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005670278;STE EXPLOIT ETABL ESCOULAN;55.73;;RUE DE LA PAIX ET DES ARTS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005670310;;87.03;;57 CHEMIN DE BERT, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005670468;;81.21;;46 AVENUE ALBERT DE MUN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005670542;;55.4B;;16 RUE DU DOLMEN, 44780 MISSILLAC;[2.3522,48.8566]
005670617;;81.21;;RUE BAPTISTE MARCET, 44570 TRIGNAC;[2.3522,48.8566]
005670773;;67.08;;6 QUAI SURCOUF, 44130 BLAIN;[2.3522,48.8566]
005670872;;62.43;;RUE DE L'ILE DU LIN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005670898;;81.21;;15 RUE HENRI BRISSON, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005670922;;55.40;;BOURG, 44360 VIGNEUX-DE-BRETAGNE;[2.3522,48.8566]
005670948;;67.01;;RUE FERDINAND BUISSON, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671037;;64.45;;23 AVENUE VICE AMIRAL HALGAN, 44480 DONGES;[2.3522,48.8566]
005671052;;81.21;;203 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005671102;;65.06;;43 RUE DE PENLYS, 44410 LA CHAPELLE-DES-MARAIS;[2.3522,48.8566]
005671136;;55.40;;27 RUE DE SAINT-ETIENNE-DE-MONTLUC, 44260 SAVENAY;[2.3522,48.8566]
005671284;;62.11;;RUE ARISTIDE BRIAND, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671292;;64.12;;RUE SAINT-MICHEL, 44350 GUERANDE;[2.3522,48.8566]
005671334;;87.06;;28 RUE DE LA PAIX, 44360 SAINT-ETIENNE-DE-MONTLUC;[2.3522,48.8566]
005671375;;68.20B;;89 AVENUE FRANCOIS MITTERRAND, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671375;;68.20B;;CITE D HERBINS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671375;;68.20B;;37 AVENUE VILLES CHEVISSENS, 44380 PORNICHET;[2.3522,48.8566]
005671383;;70.2C;;89 AVENUE FRANCOIS MITTERRAND, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671383;;70.2C;;CITE D HERBINS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671383;;70.2C;;2 RUE RENE CASSIN, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671425;;66.01;;2 RUE AUGUSTE PICCARD, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671466;;52.4F;;56 AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671516;;87.06;;PL DE LA MAIRIE, 44290 GUEMENE-PENFAO;[2.3522,48.8566]
005671532;;64.45;;148 AVENUE DE MAZY, 44380 PORNICHET;[2.3522,48.8566]
005671565;;52.2C;;1 PLACE DE L'EGLISE, 44290 GUEMENE-PENFAO;[2.3522,48.8566]
005671581;;64.11;;RUE ALBERT THOMAS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671722;;65.06;;ROUTE DE SAINT-NAZAIRE, 44160 BESNE;[2.3522,48.8566]
005671763;;01.80;;LD LA JAUNAIS, 44170 MARSAC-SUR-DON;[2.3522,48.8566]
005671839;;52.4N;;40 BOULEVARD WINSTON CHURCHILL, 44100 NANTES;[2.3522,48.8566]
005671847;;81.21;;RUE JEAN MACE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005671870;;55.10Z;;17 FAUBOURG SAINT-MICHEL, 44350 GUERANDE;[2.3522,48.8566]
005671904;;55.73;;ROUTE DE MISSILLAC, 44530 SAINT-GILDAS-DES-BOIS;[2.3522,48.8566]
005671953;;55.40;;LD N D DE GRACE, 44530 GUENROUET;[2.3522,48.8566]
005672068;;52.1J;;2 RUE JULES VERNE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005672175;;52.1B;;2 RUE SAINT-CYR, 44410 HERBIGNAC;[2.3522,48.8566]
005672324;;67.04;;36 AVENUE DE LA PAIX, 44480 DONGES;[2.3522,48.8566]
005672340;;38.40;;LD LE DRESNY, 44630 PLESSE;[2.3522,48.8566]
005672472;;81.21;;RUE JEAN JAURES, 44550 MONTOIR-DE-BRETAGNE;[2.3522,48.8566]
005672605;;38.40;;RUE RENE LAENNEC, 44480 DONGES;[2.3522,48.8566]
005672613;;55.71;;LD LE BOURG, 44290 PIERRIC;[2.3522,48.8566]
005672621;;57.02;;CHAMP CROULARD, 44360 SAINT-ETIENNE-DE-MONTLUC;[2.3522,48.8566]
005672696;;62.43;;BOURG, 44360 CORDEMAIS;[2.3522,48.8566]
005672779;;55.10;;PL DE L EGLISE, 44130 FAY-DE-BRETAGNE;[2.3522,48.8566]
005672886;;64.11;;18 AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005672910;;64.11;;AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005673033;;52.6D;;104 CHEMIN DE PORCE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005673157;;81.21;;Q SAINT PIERRE, 44420 LA TURBALLE;[2.3522,48.8566]
005673165;;70.2C;;QUAI SAINT-PIERRE, 44420 LA TURBALLE;[2.3522,48.8566]
005673173;;68.20B;;44 RUE JEAN JAURES, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005673207;;01.43Z;;LD LE GRAND MOMESSON, 44130 BOUVRON;[2.3522,48.8566]
005673231;;81.21;;Q SAINT PIERRE, 44420 LA TURBALLE;[2.3522,48.8566]
005673280;;38.40;;5 RUE DE NANTES, 44360 LE TEMPLE-DE-BRETAGNE;[2.3522,48.8566]
005673314;;81.21;;RUE DU MAINE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005673322;;81.21;;Q SAINT PIERRE, 44420 LA TURBALLE;[2.3522,48.8566]
005673348;;68.20B;;66 AVENUE DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005673405;;47.04;;PLACE DE L'EGLISE, 44630 PLESSE;[2.3522,48.8566]
005673439;;67.04;;BOULEVARD VICTOR HUGO, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005673611;;84.13;;1 RUE DU REQUIERT, 44490 LE CROISIC;[2.3522,48.8566]
005673678;;67.07;;, 44460 SAINT-NICOLAS-DE-REDON;[2.3522,48.8566]
005673710;;64.11;;230 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005673751;;58.09;;PLACE DES QUATRE Z'HORLOGES, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005673801;;64.41;;RUE DE PORNICHET, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005673884;;62.11;;AVENUE HENRI BERTHO, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005673892;;67.04;;19 PLACE DINAN, 44490 LE CROISIC;[2.3522,48.8566]
005673926;;70.2C;;29 AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005673983;;74.8B;;7 RUE GENERAL LECLERC, 44510 LE POULIGUEN;[2.3522,48.8566]
005673991;;67.01;;RUE DE LA PAIX ET DES ARTS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674031;;70.2C;;LD KERCABELLEC, 44420 MESQUER;[2.3522,48.8566]
005674064;;70.2C;;41 LD LA TOUCHE BASSE, 44260 LA CHAPELLE-LAUNAY;[2.3522,48.8566]
005674080;;64.22;;RUE DE TRIGNAC, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674130;;62.11;;LD LE DRESNY, 44630 PLESSE;[2.3522,48.8566]
005674163;;70.2C;;LD LE DRESNY, 44630 PLESSE;[2.3522,48.8566]
005674254;;62.11;;RUE DE LA GARE, 44530 SAINT-GILDAS-DES-BOIS;[2.3522,48.8566]
005674270;;67.2Z;;7 RUE DE BORDEAUX, 44130 BOUVRON;[2.3522,48.8566]
005674320;;81.21;;BOULEVARD EMILE ZOLA, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674338;;68.20B;;54 RUE JEAN MACE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674346;;62.11;;LD SAINT ARMEL, 44460 FEGREAC;[2.3522,48.8566]
005674411;;64.23;;57 BOULEVARD VICTOR HUGO, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674478;;64.46;;6 RUE DU BOIS, 44510 LE POULIGUEN;[2.3522,48.8566]
005674502;;62.11;;35 RUE JEAN 23, 44740 BATZ-SUR-MER;[2.3522,48.8566]
005674569;;70.2C;;RUE DU GOLF, 44740 BATZ-SUR-MER;[2.3522,48.8566]
005674593;;62.43;;16 GRANDE RUE, 44740 BATZ-SUR-MER;[2.3522,48.8566]
005674726;;64.11;;53 AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674817;;64.12;;AVENUE MONCHICOURT, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005674825;;64.11;;65 AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674841;;87.03;;16 RUE DES CHANTIERS, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674924;;64.11;;9 RUE DE L'ISAU, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005674965;;64.24;;LD SACRE COEUR, 44410 LA CHAPELLE-DES-MARAIS;[2.3522,48.8566]
005675053;;64.49;;RUE DE CARDURAND, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005675095;INDIVISION REBIERE MARIE-GABRIELLE;67.04;;117 AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005675111;;70.2C;;43 AVENUE DU MARECHAL FRANCHET D'ESPEREY, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005675210;;62.43;;PLACE DE L'EGLISE, 44750 CAMPBON;[2.3522,48.8566]
005675228;;62.43;;PLACE DE L'EGLISE, 44750 CAMPBON;[2.3522,48.8566]
005675343;;64.22;;, 44410 SAINT-LYPHARD;[2.3522,48.8566]
005675350;;67.04;;LD LE RODOIR ARGENTAN, 44410 HERBIGNAC;[2.3522,48.8566]
005675384;;64.12;;AVENUE DU GENERAL DE GAULLE, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
005675400;;52.4C;;25 AVENUE DE LA REPUBLIQUE, 44600 SAINT-NAZAIRE;[2.3522,48.8566]
005675459;;68.20B;;7 RUE NANTAISE, 44160 PONTCHATEAU;[2.3522,48.8566]
005675483;;77.01;;AVENUE PIERRE LOTI, 44500 LA BAULE-ESCOUBLAC;[2.3522,48.8566]
